raw_comment,normalize_comment,emoji_decode
"Đã nhận được hàng, hàng chất lượng, mẫu mã đẹp, vải đẹp mát, cực kì ưng ý, đã mua bên fb mấy lần nay qua shopee mua cho có giá giảm 😋",nhận được hàng hàng chất lượng mẫu mã đẹp vải đẹp mát cực kì ưng ý mua bên mấy lần nay qua mua cho có giá giảm,yum
1k thì cứ ham rồi săn thôi chứ chả nghĩ gì nhiều về chất lượng 😆😄🤣🤭😗🥲🤪,không cứ ham săn chứ chả nghĩ gì nhiều về chất lượng,satisfied rofl smiling_face_with_tear zany_face hand_over_mouth smile kissing
"Áo đẹp 
Chất lượng OK 
Giao nhanh
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍",áo đẹp chất lượng ok giao nhanh,thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup
Lần thứ 2 mua của shop rùi ạ không có gì để chê hết á😍 Chất vải đẹp,lần thứ mua của rùi không có gì chê hết á chất vải đẹp,heart_eyes
Cũng xinh to hơn so với mình tưởng tượng 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,cũng xinh to hơn so tưởng tượng,thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup
Shop giao đúng mẫu mặc rất thoải mái cho shop 5 ⭐⭐⭐⭐⭐,giao đúng mẫu mặc rất thoải mái cho,star star star star star
"Kính đẹp, giá lại rẻ nữa có 15k, ra chợ hỏi tận 70k giật cả mình 🥰🥰🥰",kính đẹp giá rẻ có không ra chợ hỏi tận không giật cả,smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts
"Shop chuẩn bị hàng khá lâu, đã thế còn giao sai hàng nữa🤦‍♀️
Nhưng vì shop ở nước ngoài nên việc đổi trả hơi bất tiện dù gì cũng chỉ có 1 bộ. Mong shop chú ý hơn nhé.",chuẩn hàng khá lâu còn giao sai hàng nhưng vì ở nước ngoài nên việc đổi trả hơi bất tiện dù gì cũng chỉ có bộ mong chú ý hơn nhé,woman_facepalming
"Shop giao hàng khá nhanh. Áo thì vừa rất ok ưng ý, còn quần hụt hẫng tràn trề.... đặt size XXL mà quần như size M ( còn tệ hơn quần đùi mặc ngủ ). Kiểu như bán áo tặng khuyến mãi thêm cái quần nên muốn ra sao thì ra😂😂",giao hàng khá nhanh áo vừa rất ok ưng ý còn quần hụt hẫng tràn trề đặt size xl mà quần như size còn tệ hơn quần đùi mặc ngủ kiểu như bán áo tặng khuyến mãi thêm cái quần nên muốn ra ra,joy joy
Áo vẫn đẹp lắm nhéeeeeee Yinxx chăm sóc đơn hàng siêu dễ thương ạ sẽ mua tiếp 🥺 đủ ký tự chưa nhở,áo vẫn đẹp lắm chăm sóc đơn hàng siêu dễ thương sẽ mua tiếp đủ ký tự chưa nhở,pleading_face
"Lần đầu mua được 1 chiếc váy xinh lung lung mà rẻ vậy luôn , chất lượng thì ko có j để bàn cãi. Sẽ ủng hộ shop dài dài😘",lần đầu mua được chiếc váy xinh lung lung mà rẻ luôn chất lượng không có j bàn cãi sẽ ủng hộ dài dài,kissing_heart
"Phụ kiênn rất ưng ý mha mọi người mỗi tội giao rất lâu luôn :))) đómh gói chắc chắn ạ , nhìn xing sẻo lắm ạ 😎",phụ kiên rất ưng ý mọi người mỗi tội giao rất lâu luôn gói chắc chắn nhìn sẻo lắm,sunglasses
"Đóng gói cẩn thận, giao hàng nhanh. Áo đẹp, lại còn thơm nữa 💓💓",đóng gói cẩn thận giao hàng nhanh áo đẹp còn thơm,heartbeat heartbeat
Đẹp nhưng nhanh hỏng và bám bẩn k lau đc . Giao hàng khá lâu 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,đẹp nhưng nhanh hỏng bám bẩn không lau được giao hàng khá lâu,man_facepalming man_facepalming man_facepalming man_facepalming man_facepalming man_facepalming man_facepalming man_facepalming man_facepalming man_facepalming man_facepalming man_facepalming man_facepalming man_facepalming man_facepalming man_facepalming man_facepalming man_facepalming man_facepalming man_facepalming man_facepalming man_facepalming man_facepalming man_facepalming
dây chuyền giống hình xinh lắm luôn giống y chang hình nhìn sang thật sự mua hàng của shop nhiều lần rồi mà lần nào cũng ưng shop giao hàng đầy đủ ❤️,dây chuyền giống hình xinh lắm luôn giống y chang hình nhìn sang thật sự mua hàng của nhiều lần mà lần nào cũng ưng giao hàng đầy đủ,heart
hàng về xinh nhưng cái kẹp ngọc trai e mới đụng có tí mà rơi 2 viên r🤦🏼‍♀️,hàng về xinh nhưng cái kẹp ngọc trai e mới đụng có tí mà rơi viên,female_sign facepalm
"Mèn ơi siêu xinh luôn mng ơi, chất vải mền mịn, mình 1m65 65kg eo mình 77cm mông 100. Mặc vừa vặn không chật 🙆🏻‍♀️ giá này là quá xứng đáng",mèn ơi siêu xinh luôn mọi người ơi chất vải mền mịn mình kg eo cm mông mặc vừa vặn không chật giá là quá xứng đáng,female_sign ok_person
"Áo đẹp lắm nhưng quên k kịp chụp. Chất mát sờ thích lắm nha, shop gói hàng cẩn thận ngoài hộp còn có chống sốc nữa. Thư viết tay chu đáo ưng hết nấc lun. Sẽ ủng hộ shop lần sau😍😍",áo đẹp lắm nhưng quên không kịp chụp chất mát sờ thích lắm gói hàng cẩn thận ngoài hộp còn có chống sốc thư viết tay chu đáo ưng hết nấc luôn sẽ ủng hộ lần sau,heart_eyes heart_eyes
"Quần hơi mỏng cgiac n giãn thế nào ấy ạ 
Cạp chun k đc chun lắm 
Đặt hàng 3 k nên cg thấy bthuong 😂😂😂
K nên mua lắm ạ",quần hơi mỏng n giãn nào ấy cạp chun không được chun lắm đặt hàng không nên cg thấy không nên mua lắm,joy joy joy
"Vì là hàng quốc tế nên 10 ngày mình mới nhận được hàng, hàng đẹp hơn mong đợi - giá cũng rất okie. Mình sẽ tiếp tục ủng hộ shop 😝",vì là hàng quốc tế nên ngày mới nhận được hàng hàng đẹp hơn mong đợi giá cũng rất ok sẽ tiếp tục ủng hộ,stuck_out_tongue_closed_eyes
"Như cái vờ l , cục 💩💩💩💩💩💩💩💩bhdjdnxjkdkkzjnxkskkdkskdkkxkzxkxkkx",như cái vờ l cục,shit shit shit shit shit shit shit shit
"Đã từng đặt hàng rất nhiều nhưng tui hết sức lo lắng cho sản phẩm thắt lưng này. Giao hàng gì mà lâu ơi là lâu. Rồi thì nhận xét toàn dây cứng, mặt khoá xước. Nhưng ko ngờ nhận được TuI lại ưng ý cực kì. Dây da mềm. Mặt khoá đen đơn giản sang trọng. Không biết ông xã bụng có vừa vs dây lưng này k0😉",từng đặt hàng rất nhiều nhưng hết sức lo lắng cho sản phẩm thắt lưng giao hàng gì mà lâu ơi là lâu nhận xét toàn dây cứng mặt khoá xước nhưng không ngờ nhận được ưng ý cực kì dây da mềm mặt khoá đen đơn giản sang trọng không biết ông xã bụng có vừa dây lưng không,wink
"Sản phẩm chất lượng, shop nhiệt tình, đóng gói chắc chắn và đầy đủ sản phẩm, sẽ ủng hôn những lần sau ❤️",sản phẩm chất lượng nhiệt tình đóng gói chắc chắn đầy đủ sản phẩm sẽ ủng hôn những lần sau,heart
"Tiền nào của nấy. Áo mỏng 1 lớp chất ko mát cho lắm nhưng thôi dùng tạm được. Giao hàng nhanh, hàng Việt Nam này ko thể xuất được chỉ bán tại Việt Nam thôi. Fake uniqlo Việt Nam. Hàng gia công bán ở chợ hợp lắm.👍🏻",tiền nào của nấy áo mỏng lớp chất không mát cho lắm nhưng dùng tạm được giao hàng nhanh hàng việt nam không thể xuất được chỉ bán tại việt nam fake việt nam hàng gia công bán ở chợ hợp lắm,thumbsup
"Bộ quần áo mỏng lắm, có thể nhìn xuyên thấu luôn ấy ạ😥",bộ quần áo mỏng lắm có thể nhìn xuyên thấu luôn ấy,disappointed_relieved
"Ko ưng sp cho lắm!☹️
Nó cứ kiểu gì ớ☹️
Đóng gói hàng rất đẹp
Giao hàng rất ok",không ưng sản phẩm cho lắm cứ kiểu gì ớ đóng gói hàng rất đẹp giao hàng rất ok,frowning_face frowning_face
"Mua lần đầu nhưng shop tư vấn rất nhiệt tình
Chất vải rất ok🥰",mua lần đầu nhưng tư vấn rất nhiệt tình chất vải rất ok,smiling_face_with_three_hearts
"Xin phép ad❤️                                       
 🔴 Siêu khuyến FPT siêu GIẢM GIÁ 🔊 
Gói Combo internet + truyền hình giá siêu rẻ chưa từng có. 
==> CHỈ  165k/ 1 tháng chỉ cần bỏ ra 1tr320 dùng tận 8 tháng băng thông lên tới 80 Mbps.( giá cũ là 360k/T )
==>TẶNG: Modem WIFI + đầu truyền hình 4K",xin phép ad siêu khuyến siêu giảm giá gói combo internet truyền hình giá siêu rẻ chưa từng có chỉ không tháng chỉ cần bỏ ra tr dùng tận tháng băng thông lên tới giá cũ là không tặng modem đầu truyền hình không,loud_sound red_circle heart
Sản phẩm rất đẹp ạ . Nhìn rất chắc chắn còn tặng quà nữa nói chung là rất ưng ý 🥰,sản phẩm rất đẹp nhìn rất chắc chắn còn tặng quà nói chung là rất ưng ý,smiling_face_with_three_hearts
"Tất xinh lắm lại còn 1k, thực ra tất này mình thấy nếu mua giá gốc cũng okela lắm ❤️❤️❤️",tất xinh lắm còn không thực ra tất thấy nếu mua giá gốc cũng ok lắm,heart heart heart
"Mua ko bít bao nhiêu quần ở shop rùi nhưng lần này thất vọng tràn trề.... Vì laih còn mua tặng cháu chứ, chả bít giấu mặt vào đâu. 
Đề nghị shop lần sau kiểm tra hàng kĩ trc khi gủi hàng cho khách. 😓.giận xanh ng luôn",mua không bít bao nhiêu quần ở rùi nhưng lần thất vọng tràn trề vì còn mua tặng cháu chứ chả bít giấu mặt vào đề nghị lần sau kiểm tra hàng kĩ gủi hàng cho khách giận xanh luôn,sweat
Rất đáng mua nha các bác 🥰,rất đáng mua các bác,smiling_face_with_three_hearts
"Mình thanh toán airpay, do lỡ bấm phải nút đã nhận được hàng, ko biết làm thế nào liên hệ với shop, shop bảo kiểm tra rồi gửi mình mà hơn 1 tuần r ko thấy liên lạc gửi hàng j cả, mình nhắn ko rep, chắc bị quỵt hàng quá😭",thanh toán do lỡ bấm phải nút nhận được hàng không biết làm nào liên hệ shop bảo kiểm tra gửi mà hơn tuần không thấy liên lạc gửi hàng j cả nhắn không rep chắc quỵt hàng quá,sob
Mua lần 2 và vẫn ưng. Dày dặn nên dùng cũng khá bền. 👍👍👍👍👍👍👍👍👍👍,mua lần vẫn ưng dày dặn nên dùng cũng khá bền,thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup
Giao sai màu sai size có 1 dép lông size 36 à còn đôi kia size 37. Dép nhựa để số 6 k biết size bao nhiêu hết. Hàng giao khá lâu 🤬🤬🤬,giao sai màu sai size có dép lông size à còn đôi kia size dép nhựa số không biết size bao nhiêu hết hàng giao khá lâu,cursing_face cursing_face cursing_face
Cố ý giao sai mẫu 😒,cố ý giao sai mẫu,unamused
"quần cũng được, shop giao nhanh tuỳ nhiên thì k đúng cái mẫu mình chọn như trên ảnh 🥲",quần cũng được giao nhanh tuỳ nhiên không đúng cái mẫu chọn như trên ảnh,smiling_face_with_tear
Tất chất liệu khá ok nha mn .Giao hàng hơi lâu xíu nhưng thôi chất lượng khá ok v là dc rồi ❤❤❤❤❤❤❤❤😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,tất chất liệu khá ok mọi người giao hàng hơi lâu xíu nhưng chất lượng khá ok là được,heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes
"Quần đẹp cực luôn ý, lúc mới mua em cứ phân vân nên mua size S hay XS nhưng sau 1 phút suy nghĩ thì tay em đặt size S, sau 10 ngày nhận được quần thì em có hơi shock nhẹ vì rộng mặc mà tuột cả quần :(( mặc dù shop tư vấn size XS nhưng em vẫn đặt size S bạn nào 1m59 41kg eo 55 thì nên mua XS ạ 🥺",quần đẹp cực luôn ý lúc mới mua em cứ phân vân nên mua size s hay nhưng sau phút suy nghĩ tay em đặt size s sau ngày nhận được quần em có hơi shock nhẹ vì rộng mặc mà tuột cả quần mặc dù tư vấn size nhưng em vẫn đặt size s bạn nào kg eo nên mua,pleading_face
Mua flashsale siêu rẻ luôn. shoo giao hfang nhanh và đúng màu mình chọn . cảm ơn shop nhiều lắm 😊,mua siêu rẻ luôn giao nhanh đúng màu chọn cảm ơn nhiều lắm,blush
Sản phẩm giống mô tả nhưng giao hàng lâu quá nên gửi shop 3 sao...😎,sản phẩm giống mô tả nhưng giao hàng lâu quá nên gửi,sunglasses
Chất lượng sp ok cầm nặng tay  🙆🙆🙆 xinhhhhhhhhhhhhhhhhhhhhhh,chất lượng sản phẩm ok cầm nặng tay xinh,ok_person ok_person ok_person
"Là món phụ kiện không thể thiếu cho nam giới khi mùa đông về. Tất (vớ) nam Trịnh Trung có các tính năng
👍khử mùi: công nghệ nano bạc diệt khuẩn, chống hôi 99%;
- 95% cotton bamboo (5% spandex đàn hồi, giữ form, không bai, không xù);",là món phụ kiện không thể thiếu cho nam giới mùa đông về tất vớ nam trịnh trung có các tính năng khử mùi công nghệ bạc diệt khuẩn chống hôi spandex đàn hồi giữ form không bai không xù,thumbsup
Sai bé quá mình mặc không vừa 🤣🤣🤣. Chọn theo shop hd mà chật kinh khủng.,sai bé quá mặc không vừa chọn theo mà chật kinh khủng,rofl rofl rofl
"Đợt hàng này viền áo bị lệch, mặc lên nhìn tay lệch rõ ràng hơn, bên thấp bên cao. Mua làm quà tặng mà áo lệch tay, như may ẩu may vội, ko đc sang 👎👎👎",đợt hàng viền áo lệch mặc lên nhìn tay lệch rõ ràng hơn bên thấp bên cao mua làm quà tặng mà áo lệch tay như may ẩu may vội không được sang,thumbsdown thumbsdown thumbsdown
Áo so vs giá tiền thì khá ok. Mặc cũng vừa form. Đồ hình như là hàng việt nam xuất sang nhật 😂 chất thì k tốt lắm nhưng so vs giá tiền thì mình thấy cũng khá ổn,áo so giá tiền khá ok mặc cũng vừa form đồ hình như là hàng việt nam xuất sang nhật chất không tốt lắm nhưng so giá tiền thấy cũng khá ổn,joy
Mình nhờ bạn nhận hộ nên chưa biết chất lượng ra sao nhưng săn sale rẻ lắm có 9k à 😆😆,nhờ bạn nhận hộ nên chưa biết chất lượng ra nhưng săn sale rẻ lắm có không à,satisfied satisfied
"Áo đẹp lắm nha mn!
Có điều ai mua áo chữ Nike mà thích mặc rộng thì nên lấy XL hoặc XXL nha.
Mình mua size L mà nhỏ tương đương như size M bình thường.
Mà nói chung là okla👍",áo đẹp lắm mọi người có điều ai mua áo chữ mà thích mặc rộng nên lấy xl hoặc xl mua size l mà nhỏ tương đương như size bình thường mà nói chung là ok,thumbsup
"Túi siêu đẹp và rẻ, giao hàng nhanh. Mình vừa đặt hqua mà sáng nay đã nhận được hàng. Điểm 10 chất lượng❤️",túi siêu đẹp rẻ giao hàng nhanh vừa đặt mà sáng nay nhận được hàng điểm chất lượng,heart
"Chất lượng tuyệt vời, giao hàng nhanh chong mình mua sale 1k nên cực kỳ hài lòng. Cám ơn shop rất nhiều ah 😍😍😍😍😍😍😍
Vớ có chất liệu xịn và dày nhất trong số những shop mình đã mua. Mng nên mua nhé",chất lượng tuyệt vời giao hàng nhanh chong mua sale không nên cực kỳ hài lòng cám ơn rất nhiều ah vớ có chất liệu xịn dày nhất trong số những mua mọi người nên mua nhé,heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes
"Hàng chất lượng vãi luôn ạ 
Không phí công chờ đợi luôn
Ốp được đựng trong túi zip gọn gàng mà nhìn đẹp nữa
Xịn xò con bò lắm nha 🦋✨",hàng chất lượng vãi luôn không phí công chờ đợi luôn ốp được đựng trong túi zip gọn gàng mà nhìn đẹp xịn xò con bò lắm,butterfly sparkles
"Shop gói hàng cẩn thận, hàng k bị lỗi, giao đủ hàng, chất lượng ok đẹp như hình, siêu thích luôn ạ ❤️ có điều hoa tai hơi to, đôi này bị lỗi nhỏ nhưng k sao",gói hàng cẩn thận hàng không lỗi giao đủ hàng chất lượng ok đẹp như hình siêu thích luôn có điều hoa tai hơi to đôi lỗi nhỏ nhưng không,heart
"Up cái video full khui hàng cho bạn nào còn băn khoăn nhé , chất quá đẹp , đóng gói tốt 👌",up cái video khui hàng cho bạn nào còn băn khoăn nhé chất quá đẹp đóng gói tốt,ok_hand
Shop giao hàng nhanh!! Chất lượng sản có phẩm ok và đóng gói kĩ nè! Sẽ tiếp tục ủng hộ nữa nè! 👍,giao hàng nhanh chất lượng sản có phẩm ok đóng gói kĩ sẽ tiếp tục ủng hộ,thumbsup
"Đóng gói sản phẩm chắc chắn 😍😍😍😍
Hàng quốc tế nên giao hơi lâu nhưng sản phẩm phù hợp với giá 😍😍",đóng gói sản phẩm chắc chắn hàng quốc tế nên giao hơi lâu nhưng sản phẩm phù hợp giá,heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes
"Sốp tư vấn nhiệt tình,đóng gói cẩn thận 2 lớp túi, hàng Việt Nam chất lượng cao. Mua tặng bố mình rất ưng 👍👍👍👍👍👍👍",sốp tư vấn nhiệt tình đóng gói cẩn thận lớp túi hàng việt nam chất lượng cao mua tặng bố rất ưng,thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup
Nhìn là ưng cái mắt rùi nhé ae.😂😂 vì là giao màu ngẫu nhiên k  có nhận xét chi( nếu random ra màu đen là tui thích rùi) nhưng màu này cx đc.🥲,nhìn là ưng cái mắt rùi nhé vì là giao màu ngẫu nhiên không có nhận xét chi nếu random ra màu đen là thích rùi nhưng màu cũng được,smiling_face_with_tear joy joy
"Áo siêu đẹp , chất siêu ưng luôn 😊 có dịp sẽ ủng hộ shop tiếp",áo siêu đẹp chất siêu ưng luôn có dịp sẽ ủng hộ tiếp,blush
"Giao hàng hơi lâu nhưng mang về mặc ok luôn
Hối hận khi mua cái 150k ngoài cửa hàng kia mà không được như thế này, hàng rẻ mà chất lượng mọi người!
Thanks và ủng hộ cho shop 5 sao nhé😁",giao hàng hơi lâu nhưng mang về mặc ok luôn hối hận mua cái không ngoài cửa hàng kia mà không được như hàng rẻ mà chất lượng mọi người thanks ủng hộ cho nhé,grin
Tất y hình. Shop giao 1 xám 1 trắng. Mua sale 1k nên không có gì để chê cả 😊,tất y hình giao xám trắng mua sale không nên không có gì chê cả,blush
"Vãi rất đẹp, lần đầu mua trên Shopee mà ưng ý nhất.
Chúc shop buôn may bán đắt🥰🥰🥰",vãi rất đẹp lần đầu mua trên mà ưng ý nhất chúc buôn may bán đắt,smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts
Áo đẹp lắm ạ chất khá dày dặn nhưng mà 48kg em chọn size M nhỏ nhất mà vẫn rộng lắm nên phải mang đi sửa❣️,áo đẹp lắm chất khá dày dặn nhưng mà kg em chọn size nhỏ nhất mà vẫn rộng lắm nên phải mang đi sửa,heavy_heart_exclamation
"Giao hàng nhanh, đóng gói cẩn thận, chất đũi mát, quần rất đẹp mọi người nên mua nha 😊",giao hàng nhanh đóng gói cẩn thận chất đũi mát quần rất đẹp mọi người nên mua,blush
"Rất đẹp, mua làm quà tặng papa 😁
Hok uổng công chờ đợi
Thanks shop ❤️",rất đẹp mua làm quà tặng papa uổng công chờ đợi thanks,heart grin
"Sản phẩm còn chưa đc nhìn thấy luôn 😂😂😂
Hàng của mình bị mất mà báo shop và bên giao hàng cả 2 bên đều k nhận trách nhiệm. Bên này đổ bên kia",sản phẩm còn chưa được nhìn thấy luôn hàng của mất mà báo bên giao hàng cả bên đều không nhận trách nhiệm bên đổ bên kia,joy joy joy
"Giao hàng nhanh, đúng mẫu, đánh giá cho shop 5 sao 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰",giao hàng nhanh đúng mẫu đánh giá cho,smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts
Quần rất đẹp vải mát mịn sờ rất thích nhé ... Màu sắc hài hòa 🤪 🤪 🤪 ck mình bảo thích lắm haha,quần rất đẹp vải mát mịn sờ rất thích nhé màu sắc hài chuyển khoảng bảo thích lắm,zany_face zany_face zany_face
Shop dễ thương 😍. Hàng bao okie 🥰,dễ thương hàng bao ok,smiling_face_with_three_hearts heart_eyes
"Giao hàng nhanh
Sản phẩm đẹp lắm luôn
Hình ảnh mang tính chất nhận xu🤣",giao hàng nhanh sản phẩm đẹp lắm luôn hình ảnh mang tính chất nhận xu,rofl
"Dgiknvđfnnkkmm vcxzsstyy bjkkmndssae oknvffvvjkknbvvMây trời nhẹ bay bay,
Ơ, Anh này nhìn hây hây 😝😝😝",trời nhẹ bay bay ơ anh nhìn hây hây,stuck_out_tongue_closed_eyes stuck_out_tongue_closed_eyes stuck_out_tongue_closed_eyes
"Săn Dc giá rẻ, hàng oke ạ 
👍👻👻👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍",săn được giá rẻ hàng ok,thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup ghost ghost
Giao thiếu hàng hoàn tiền mà kì kèo mãi 1k 👎🏻lần đầu mua hàng mà bị như vậy tệ thật,giao thiếu hàng hoàn tiền mà kì kèo mãi không lần đầu mua hàng mà như tệ thật,thumbsdown
Rất ghét shop nào gửi hàng kiểu bất chấp nhé. đặt sz 30 là đã trừ hao rồi. mà gửi hẳn 31. 😏,rất ghét nào gửi hàng kiểu bất chấp nhé đặt size là trừ hao mà gửi hẳn,smirk
"Shop giao nhanh, chất mềm dáng oke. Sẽ ủng hộ shop thêm♥️♥️♥️",giao nhanh chất mềm dáng ok sẽ ủng hộ thêm,hearts hearts hearts
"Hàng đẹp ok lắm mn, nên mua👌",hàng đẹp ok lắm mọi người nên mua,ok_hand
"Giao hàng chậm, áo mỏng, chỉ thừa 1m k cắt, giá rẻ chỉ vậy thôi, 😂😂😂😂😂",giao hàng chậm áo mỏng chỉ thừa không cắt giá rẻ chỉ,joy joy joy joy joy
Áo đẹp lắm nhé. Mua sale 9k. Nhận hàng ưng cái bụng lắm ạ 😬😬😬😬😬😬,áo đẹp lắm nhé mua sale không nhận hàng ưng cái bụng lắm,grimacing grimacing grimacing grimacing grimacing grimacing
"Áo rất đẹp, vải tốt thoáng mồ hôi. Shop cute xỉu. Rất đáng mua nha mọi người. Ai không mua hối hận ráng chịu😍",áo rất đẹp vải tốt thoáng mồ hôi cute xỉu rất đáng mua mọi người ai không mua hối hận ráng chịu,heart_eyes
Hàng chất lượng quá ạ😗,hàng chất lượng quá,kissing
"Hàng đẹp lắm mọi người ơi, không hỏng hóc gì, shop xác nhận đơn hàng hơi chậm nhưnh không sao, vote shop 5 sao 😍😍😍😍😍😍😍😍😍😍",hàng đẹp lắm mọi người ơi không hỏng hóc gì xác nhận đơn hàng hơi chậm không vote,heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes
Sản phẩm này rất ok 👌 đã mua lần 2 tại Shop - và sẽ ủng hộ tiếp 👍 Thank Shop,sản phẩm rất ok mua lần tại sẽ ủng hộ tiếp thank,ok_hand thumbsup
"Giá tiền phù hợp vs sp nhận dc 
đẹp k biết bền k😆😆",giá tiền phù hợp sản phẩm nhận được đẹp không biết bền không,satisfied satisfied
Nón này là do mua đồ được shop tặng cho hihi.  Thời gian giao hàng nhanh. Nón rất là xinh và chất lượng nhoo😍😍,nón là do mua đồ được tặng cho thời gian giao hàng nhanh nón rất là xinh chất lượng nho,heart_eyes heart_eyes
Áo xinh lắm ýyyy mỗi tội chất hơi nóng nhưng mà ko sao vì mặc lên siêu đẹp✨,áo xinh lắm mỗi tội chất hơi nóng nhưng mà không vì mặc lên siêu đẹp,sparkles
Hàng ok nhưng bị bẩn bám bụi rất nhiều. chỗ luôn í😵😵😵😵😵😵😵😵😵😵😵😵,hàng ok nhưng bẩn bám bụi rất nhiều chỗ luôn í,dizzy_face dizzy_face dizzy_face dizzy_face dizzy_face dizzy_face dizzy_face dizzy_face dizzy_face dizzy_face dizzy_face dizzy_face
Đẹp sin chất mát trẻ trung  chất lương sản phẩm tuyệt vời 😂😂😂😂😂😂,đẹp sin chất mát trẻ trung chất lương sản phẩm tuyệt vời,joy joy joy joy joy joy
đúng là chất lượng đi kèm giá tiền🙄,đúng là chất lượng đi kèm giá tiền,roll_eyes
Áo hơi rộng nhưng cũng ok.mk về đi sửa lại cho ck mk mặc...❤❤❤👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍💚💚💚💚💚💚💚💚,áo hơi rộng nhưng cũng ok về đi sửa cho chuyển khoảng mặc,green_heart green_heart green_heart green_heart green_heart green_heart green_heart green_heart thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup
Hàng săn sale nên giá rẻ chất lượng ok rất hài lòng về sản phẩm ❤️❤️❤️,hàng săn sale nên giá rẻ chất lượng ok rất hài lòng về sản phẩm,heart heart heart
"5sao k ns nhìu
Mà giao hơi lâu 🤣",không nói nhìu mà giao hơi lâu,rofl
kẹp rất xinh. khi mình cho 5 sao nghĩa là rất hài lòng về sản phẩm của shop. 👍👍👍.,kẹp rất xinh cho nghĩa là rất hài lòng về sản phẩm của,thumbsup thumbsup thumbsup
"Không đúng , mua về bên trong không có tiền như quảng cáo 🤦‍♀️",không đúng mua về bên trong không có tiền như quảng cáo,woman_facepalming
"nịtt không giống mẫu , shop giao sai mẫu , nịt thì bị cong mấy chỗ , không bấm lỗ sẵn , nên mìk cho shop 1 sao 🤦‍♀️🤦‍♀️------> chán cách làm ăn của shop này 😒
P/s : hình ảnh mang tính chất nhận xu",nịt không giống mẫu giao sai mẫu nịt cong mấy chỗ không bấm lỗ sẵn nên cho chán cách làm ăn của p s hình ảnh mang tính chất nhận xu,woman_facepalming woman_facepalming unamused
"Thiếu hàng 😠😠😠
Mua 8 cái kẹp nhưng shop chỉ giao có 7 sp, còn lại thì kẹp ok",thiếu hàng mua cái kẹp nhưng chỉ giao có sản phẩm còn kẹp ok,angry angry angry
