raw_comment,normalize_comment,emoji_decode
Áo đẹp mỗi tội tay áo hơi ngắn,áo đẹp mỗi tội tay áo hơi ngắn,
Hơi không giống kình nhưng với giá tiền thì khá ổn hfbdbzjsbxyndbdhd,hơi không giống kình nhưng giá tiền khá ổn,
Sp ok. Đc bải hành 1 năm,sản phẩm ok được bải hành năm,
"Áo đẹp, chất liệu rất ổn, nên mua
Có cơ hội sẽ ủng hộ tiếp........",áo đẹp chất liệu rất ổn nên mua có cơ hội sẽ ủng hộ tiếp,
"Giao hàng siêu nhanh, áo đẹp, mỗi tội màu nâu sáng quá, béo mặc xấu ghê 😆",giao hàng siêu nhanh áo đẹp mỗi tội màu nâu sáng quá béo mặc xấu ghê,satisfied
"chất và form túi ok nhưng mùi kinh quá luôn í, giao hàng lâu :((",chất form túi ok nhưng mùi kinh quá luôn í giao hàng lâu,
Khá mềm chưa sài lâu nên chưa biết gói hàng ok tặng thêm bấm móng tay nên cũng được,khá mềm chưa sài lâu nên chưa biết gói hàng ok tặng thêm bấm móng tay nên cũng được,
"Dây đẹp, y hình, mua được đợt sale giá siểu rẻ, cầm nặng tay k bị giả. Đáng tiền",dây đẹp y hình mua được đợt sale giá siểu rẻ cầm nặng tay không giả đáng tiền,
Màu k giống với thực tế.quá thất vọng,màu không giống thực tế quá thất vọng,
"Váy xinh, cực tôn dáng luôn, vải mát giống như ảnh, vớ vải dày dặn chắc chắn, dây lưng cũng tốt... Giao hàng hơi lâu nhưng rất hài vòng về chất lượng sp",váy xinh cực tôn dáng luôn vải mát giống như ảnh vớ vải dày dặn chắc chắn dây lưng cũng tốt giao hàng hơi lâu nhưng rất hài vòng về chất lượng sản phẩm,
Nhỏ xíu. 22k tiền ship đắt quá nha ndkdjdhdjdjdidkfhfkdkdhd,nhỏ xíu không tiền ship đắt quá,
"sản  phẩm rất tuyệt vời,  chất liệu vải tôt mặc rất mềm và dễ chịu",sản phẩm rất tuyệt vời chất liệu vải tốt mặc rất mềm dễ chịu,
Túi rất đẹp. Như hình. Hàng về hơi lâu nhưng rất đáng để chờ. Túi nhiều ngăn cực kì và đựng dk rất nhiều đồ. Sẽ ủng hộ thêm nữa,túi rất đẹp như hình hàng về hơi lâu nhưng rất đáng chờ túi nhiều ngăn cực kì đựng rất nhiều đồ sẽ ủng hộ thêm,
"chất lượng áo khá dở, tôi mặc không vừa như mô tả và áo trông cũ không được như mới nên chưa hài lòng",chất lượng áo khá dở mặc không vừa như mô tả áo trông cũ không được như mới nên chưa hài lòng,
Xỉu up xỉu downnnnnnnnnnnnn troi du meeeee:)))))))))))!!,xỉu up xỉu down troi du me,
"Mũ hơi nhỏ, đội thêm 1 cái mũ áo bên trong là khoing thở được, kính mũ đeo được vài hôm gió đã lùa được vào rồi",mũ hơi nhỏ đội thêm cái mũ áo bên trong là thở được kính mũ đeo được vài hôm gió lùa được vào,
Vừa bóc túi ra thì thấy bị rách không biết may lại có được không nữa,vừa bóc túi ra thấy rách không biết may có được không,
"Túi to dáng hộp chữ nhật, vải mịn, chắc chắn khoá dây đẹp, mình mua đúng đợt sale nên giá lại siêu rẻ nữa. Mình hay mua vali ở đây nên nói chung là ưng đó mn ạ",túi to dáng hộp chữ nhật vải mịn chắc chắn khoá dây đẹp mua đúng đợt sale nên giá siêu rẻ hay mua ở đây nên nói chung là ưng mọi người,
"ok  sHop, hàng chất.",ok hàng chất,
Hàng mỏng và xấu . Xem lại đánh giá định hủy đơn mà shop Ko đồng ý huỷ,hàng mỏng xấu xem đánh giá định đơn mà không đồng ý huỷ,
"Túi chuẩn y hình! Giao hàng nhanh chóng! Chất liệu vải dày dặn, chữ in giặt máy không sợ phai",túi chuẩn y hình giao hàng nhanh chóng chất liệu vải dày dặn chữ in giặt máy không sợ phai,
"Balo quá nhỏ để đựng laptop 15,6, dễ bị cấn hoặc móp nhất là đối với lap mắc tiền, màu khá nhạt, đặt màu đen mà như xám đậm, chất liệu tốt nhưng nhỏ, shop rep lâu",quá nhỏ đựng laptop dễ cấn hoặc móp nhất là đối lap mắc tiền màu khá nhạt đặt màu đen mà như xám đậm chất liệu tốt nhưng nhỏ rep lâu,
"Chất vải dày dặn, mặc ổn mỗi tội phần tay rộng phải sửa lại mới mặc được",chất vải dày dặn mặc ổn mỗi tội phần tay rộng phải sửa mới mặc được,
Mang tính chất nhận xu,mang tính chất nhận xu,
Áo đẹp nhưng tà áo hơi ngắn và cái kia thì hình in bị chồng lên nhau,áo đẹp nhưng tà áo hơi ngắn cái kia hình in chồng lên nhau,
"Không giống hình, vải bên trong không tốt, trông có vẻ hơi rẻ tiền",không giống hình vải bên trong không tốt trông có vẻ hơi rẻ tiền,
Áo đẹp đáng mua vải mát 🤩,áo đẹp đáng mua vải mát,star_struck
Chất lượng sản phẩm phù hợp với giá tiền. Giao hàng trong 1 tuần. Dây vòng khá nặg và thô nhé.,chất lượng sản phẩm phù hợp giá tiền giao hàng trong tuần dây vòng khá thô nhé,
Đã nhận hàng chất ok . Form hơi nhỏ giao hàng chậm,nhận hàng chất ok form hơi nhỏ giao hàng chậm,
Giống hình nhưng Áo mỏng lghidrfughgughhhyufhfj cx đc nhưng không ưng ý cho lắm,giống hình nhưng áo mỏng cũng được nhưng không ưng ý cho lắm,
Hàng đẹp. Mua thêm 1 lần nữa thêm cho đứa cháu 1 cái size S. Có dịp sẽ ủng hộ thêm lần nữa,hàng đẹp mua thêm lần thêm cho đứa cháu cái size s có dịp sẽ ủng hộ thêm lần,
Hàng đẹp. Giao hơi lâu. Nhưng không giống ảnh sản phẩm cho lắm ạ,hàng đẹp giao hơi lâu nhưng không giống ảnh sản phẩm cho lắm,
hình ảnh mang tính chất minh họa. thời gian giao hàng nhanh.hiha,hình ảnh mang tính chất minh thời gian giao hàng nhanh,
"Shop giao hàng nhanh, đóng gói bình thường. Nhưng áo bị tụt chỉ với túi áo bị rách",giao hàng nhanh đóng gói bình thường nhưng áo tụt chỉ túi áo rách,
"Rõ ràng có nhắn tin nhắc lại cho shop về size mà màu sắc, thế mà vẫn giao nhầm size, giao hàng thì đã lâu thì chớ",rõ ràng có nhắn tin nhắc cho về size mà màu sắc mà vẫn giao nhầm size giao hàng lâu chớ,
shop dễ thương lắm trước khi giai còn chụp cách đóng góp sản phẩm qua nữa ưng hàng lắm luôn.nên mua nha mn,dễ thương lắm trước giai còn chụp cách đóng góp sản phẩm qua ưng hàng lắm luôn nên mua mọi người,
Thất vọng nặng nề😨 đặt 5 trắng 5 đen giao 3 trắng 7 đen. Đã vậy vòng trăng còn bẩn nữa 😑,thất vọng nặng nề đặt trắng đen giao trắng đen vòng trăng còn bẩn,expressionless fearful
Tưởng sai S nó to nhưng nó to ko bằng nửa con mèo nhà em,tưởng sai s to nhưng to không bằng nửa con mèo nhà em,
"Giao hàng nhanh, mua được sale nên giá rẻ so với chất lượng, chất lượng tốt",giao hàng nhanh mua được sale nên giá rẻ so chất lượng chất lượng tốt,
"Đã nhận đủ hàng
Vì quốc tế nên ship rất lâu , hên là vẫn có để diện tết",nhận đủ hàng vì quốc tế nên ship rất lâu hên là vẫn có diện tết,
"Ưng cái bụng lắm. Chất đẹp, mát . Mình có mua theo combo rẻ hơn nhiều lắm nha",ưng cái bụng lắm chất đẹp mát có mua theo combo rẻ hơn nhiều lắm,
Rất ok. Anh shipper thân thiện,rất ok anh thân thiện,
Lỗi ống tay mặt trong,lỗi ống tay mặt trong,
"Giá rẻ nên chất lượng cũng ""rẻ"" =)
M58 mặc size L mà trên mắt cá vài phân chân luôn =)",giá rẻ nên chất lượng cũng rẻ mặc size l mà trên mắt cá vài phân chân luôn,
"Sản phẩm đẹp lắm ưng ý ghê snsbhsus
Dndjsbsiw
wwjsuwv8wjw8wvwvhe8wmw
wiwhwh",sản phẩm đẹp lắm ưng ý ghê,
Rất đẹp nha. Mượt chứ ko bị xơ. Chất lượng vượt giá tiền.,rất đẹp mượt chứ không xơ chất lượng vượt giá tiền,
"Rẻ mà đẹp quá trời,  giao hàng nhanh, sản phẩm tốt. Rất hài lònh",rẻ mà đẹp quá trời giao hàng nhanh sản phẩm tốt rất hài,
"Sản phẩm đẹp, tốt, ủng hộ shop ..giao hàng nhanh thân thiện, thanks shop và airpay.",sản phẩm đẹp tốt ủng hộ giao hàng nhanh thân thiện thanks,
"Thời gian giao hàng dự kiến cho sản phẩm này là từ 7-9 ngày
  
  Tên sản phẩm: Nước hoa vàng ca cao cilia
  Tên sản phẩm: Nước hoa vàng ca cao 
  Phù hợp cho: Cả nam và nữ
  Hương thơm: Chanh, táo, đào, hoa hồng, hoa nhài, cây dành dành, hoa diên vĩ, cam, hoa chuông, phong lan, hoa mộc, lily, vani,",thời gian giao hàng dự kiến cho sản phẩm là từ ngày tên sản phẩm nước hoa vàng ca cao cilia tên sản phẩm nước hoa vàng ca cao phù hợp cho cả nam nữ hương thơm chanh táo đào hoa hồng hoa nhài cây dành dành hoa diên vĩ cam hoa chuông phong lan hoa mộc lily,
"Đồng hồ nhìn rất xịn, dùng cx rất là okk",đồng hồ nhìn rất xịn dùng cũng rất là ok,
Chất lượng vải áo tốt như quấn thi ko đc vậy Nên cho 3 sao,chất lượng vải áo tốt như quấn thi không được nên cho,
Mua một quần 3 sọc vs 1 quần 1 sọc của shop này . đồ hợp vs giá thành . ý kiến cá nhân là còn rẻ hơn so vs chất lượng sản phẩm,mua một quần sọc quần sọc của đồ hợp giá thành ý kiến cá nhân là còn rẻ hơn so chất lượng sản phẩm,
Giao hàng quá thái độ kh phải với người nhận hàng,giao hàng quá thái độ không phải người nhận hàng,
"Dép xinh xắn thật sự, mang êm chân, size chuẩn với mình mặc dù quai dép khó nông vào một xíu nhưng săn được deal tốt nên không sao, với giá gốc vẫn đáng mua vì xinh lắm. Chúc shop mua may bán đắc",dép xinh xắn thật sự mang êm chân size chuẩn mặc dù quai dép khó nông vào một xíu nhưng săn được deal tốt nên không giá gốc vẫn đáng mua vì xinh lắm chúc mua may bán đắc,
"Hơi ngắn, k có 2 con bướm như hình",hơi ngắn không có con bướm như hình,
To rộng. 45kg k vừa.,to rộng kg không vừa,
"Da,chất liệu thì ok nhưng shop đóng gói ko kĩ j cả rách luôn cả vỏ so với 9k thì bóp ok lắm ạ  
Giao hàng cx nhanh lắm ạ",da chất liệu ok nhưng đóng gói không kĩ j cả rách luôn cả vỏ so không bóp ok lắm giao hàng cũng nhanh lắm,
Túi bằng da mà shop lại gập lại khi đóng hàng nên bị lộ rõ vết gấp làm túi trông rất xấu,túi bằng da mà gập đóng hàng nên lộ rõ vết gấp làm túi trông rất xấu,
"Tưởng đâu in hình lên áo nhưng này là mặt vải luôn nên siêu hài lòng, form áo rộng, lêm form đẹp. Nên mua nha mng",tưởng in hình lên áo nhưng là mặt vải luôn nên siêu hài lòng form áo rộng lêm form đẹp nên mua mọi người,
Hàng đẹp như hình! Rất ưng sẽ ủng hộ shop tiếp,hàng đẹp như hình rất ưng sẽ ủng hộ tiếp,
Chất vải quá mỏng,chất vải quá mỏng,
"Tất mỏng nhé mọi người, nếu k ghi dày dăn thì cho5* mà lại ghi dày thì chỉ nhận 3* thôi nhé",tất mỏng nhé mọi người nếu không ghi dày dăn cho mà ghi dày chỉ nhận nhé,
Áo sịn sò đúng ý,áo sịn sò đúng ý,
Đặt cả ví lẫn hộp nhưng chỉ giao mỗi ví,đặt cả ví lẫn hộp nhưng chỉ giao mỗi ví,
"Áo thực sự ko đẹp, chất ko tốt
May đường chỉ bên vai còn bị lệch mặc rất kém duyên
Mình lỡ tay ấn đã nhận hàng chứ ko thì mình trả lại
Mà giá ko cao nên cũng ko đòi hỏi gì đc
Chung quy là sẽ k mua đây nữa",áo thực sự không đẹp chất không tốt may đường chỉ bên vai còn lệch mặc rất kém duyên lỡ tay ấn nhận hàng chứ không trả mà giá không cao nên cũng không đòi hỏi gì được chung quy là sẽ không mua đây,
Túi xinh,túi xinh,
"áo hơi mỏng, tạm chấp nhận được",áo hơi mỏng tạm chấp nhận được,
Mang k vừa ming shop cho thêm phần chọn size vào,mang không vừa cho thêm phần chọn size vào,
"Ví bị lỗi, nhắn tin cho shop k thèm trả lời! Thấy mn review đẹp này nọ mới mua. Xong với giá này cũng k hi vọng ví đẹp long lanh, nhưng mở ra bên trong lỗi như vậy thì quá thất vọng! Thất vọng hơn thái độ chăm sóc kh của shop. Vote 1* và k bao giờ mua thêm sp nào tại shop nữa!",ví lỗi nhắn tin cho không thèm trả lời thấy mọi người review đẹp nọ mới mua xong giá cũng không hi vọng ví đẹp long lanh nhưng mở ra bên trong lỗi như quá thất vọng thất vọng hơn thái độ chăm sóc không của vote không bao giờ mua thêm sản phẩm nào tại,
"Hangg đẹp y hình,giá rẻ,thời gian giao hàng nhanh,đóng gói cẩn thận",hang đẹp y hình giá rẻ thời gian giao hàng nhanh đóng gói cẩn thận,
"Đặt mua 3 bộ , 2 bộ oke còn bộ thứ 3 thì cái áo như này đây .
Rách , dơ , móc meo khác gì giẻ lau không . Làm ơn bán hàng có tâm một tí nha nếu muốn làm ăn lâu dài .",đặt mua bộ bộ ok còn bộ thứ cái áo như đây rách dơ móc meo khác gì giẻ lau không làm ơn bán hàng có tâm một tí nếu muốn làm ăn lâu dài,
"Màu xám đậm Khác ảnh, ko có mua lần 2, thất vọng.............",màu xám đậm khác ảnh không có mua lần thất vọng,
"Chất liệu tốt, xinh, nhìn khá giống ảnh.
Nên mua khi giá sale mẫu doremon. 
Mẫu hưou mình đặt nhưng giao khủng long.
Thất vọng ghê
Hàng đặt để đi tặng ngay, đơn trc chat bảo shop cbj mẫu đúng giúp thì oke. Đơn này k dặn thì sai mẫu luôn. Đặt cận ngày tặng quá nên chả đổi đc",chất liệu tốt xinh nhìn khá giống ảnh nên mua giá sale mẫu mẫu đặt nhưng giao khủng long thất vọng ghê hàng đặt đi tặng ngay đơn chat bảo mẫu đúng giúp ok đơn không dặn sai mẫu luôn đặt cận ngày tặng quá nên chả đổi được,
Sản phẩm như... Hình in thì mờ xấu không đẹp như trên ảnhnajajsjsjsj,sản phẩm như hình in mờ xấu không đẹp như trên,
"Thời gian giao hàng dự kiến cho sản phẩm này là từ 7-9 ngày
 
 Thông tin chi tiết:
 Hình dạng: Gối
 Chất liệu chính: PU
 Loại túi xách: Túi đeo chéo
 Chất liệu lót: Polyester
 Số lượng tay cầm// Dây đeo: Một dây
 Dành cho: Phụ nữ
 Họa tiết: Màu trơn
 Kiểu cài nút: Khóa kéo zipper
 Độ cứng: Mềm
 
 KÍ",thời gian giao hàng dự kiến cho sản phẩm là từ ngày thông tin chi tiết hình dạng gối chất liệu chính pu loại túi xách túi đeo chéo chất liệu lót polyester số lượng tay cầm dây đeo một dây dành cho phụ nữ tiết màu trơn kiểu cài nút kéo độ cứng mềm kí,
Chất lượng tốt. Chất lượng tốt. Chất lượng tốt. Chất lượng tốt. Chất lượng tốt. Chất lượng tốt. Chất lượng tốt. Chất lượng tốt. Chất lượng tốt.,chất lượng tốt chất lượng tốt chất lượng tốt chất lượng tốt chất lượng tốt chất lượng tốt chất lượng tốt chất lượng tốt chất lượng tốt,
"sản phẩm chắc chắn, oke, giao hàng nhanh, tặng shop 5 ngôi sao lấp lánh trên bầu trời đầy sao. chúc shop buôn may bán đắt, có nhiều flash sale.",sản phẩm chắc chắn ok giao hàng nhanh tặng ngôi lấp lánh trên bầu trời đầy chúc buôn may bán đắt có nhiều flash sale,
Chất lượng ko đẹp vải khá nóng đúng là tiền nào của ý ko sai vào đâu,chất lượng không đẹp vải khá nóng đúng là tiền nào của ý không sai vào,
"Sóp giao thiếu đồ cho ẻm, nhưng sóp đã giải quyết xong cho ẻm, nhưng ẻm vẫn để sóp 4 sao thui nha",sóp giao thiếu đồ cho ẻm nhưng sóp giải quyết xong cho ẻm nhưng ẻm vẫn sóp thui,
"đúng hàng, săn sale chỉ có 1k, quá hời, giao hàng hơi lâu vì hàng nước ngoài",đúng hàng săn sale chỉ có không quá hời giao hàng hơi lâu vì hàng nước ngoài,
"Mình oder 1 đen, 1 trắng mà shop gửi 2 trắng. Chơi kì 😒😒😒",đen trắng mà gửi trắng chơi kì,unamused unamused unamused
size M mk rộng,size mình rộng,
Thời gian giao hàng nhanh.Hơn mong đợi. Túi xinh xỉu. Lần sau sẻ ủng hộ shop. :)),thời gian giao hàng nhanh hơn mong đợi túi xinh xỉu lần sau sẻ ủng hộ,
"Màu tối hơn so với trong video, tạm được",màu tối hơn so trong video tạm được,
"Chất vải quần và áo nóng, phù hợp giá tiền, gọi là áo đôi, áo gia đình nhưng 2 cây vải màu không giống nhau, cái vàng đậm cái vàng nhạt, quần màu chất rất đểu, vải mỏng, dão, nhiều hồ, đũng cực ngắn, kích, khó chịu, cả quần và áo đã cố ý đặt nhích lên 1 size mặc cho thoải mái nhưng vẫn bị kích",chất vải quần áo nóng phù hợp giá tiền gọi là áo đôi áo gia đình nhưng cây vải màu không giống nhau cái vàng đậm cái vàng nhạt quần màu chất rất đểu vải mỏng dão nhiều hồ đũng cực ngắn kích khó chịu cả quần áo cố ý đặt nhích lên size mặc cho thoải mái nhưng vẫn kích,
Xinh ấy,xinh ấy,
"Shop giải quyết vấn đề nhanh đánh giá 5 sao
Chất lượng sản phẩm mới dùng được 2 ngày đã bị đứt góc, k như mong đợi",giải quyết vấn đề nhanh đánh giá chất lượng sản phẩm mới dùng được ngày đứt góc không như mong đợi,
chất vải nóng. tiền nào của nấy bạn ạ. sản phầm ok. giá hợp lí. sẽ ủng hộ lâu dài shop nhé. Chúc shop may mắn.,chất vải nóng tiền nào của nấy bạn sản phầm ok giá hợp lí sẽ ủng hộ lâu dài nhé chúc may mắn,
Áo cũng khá ổn,áo cũng khá ổn,
"Ao như vay shop cung giao,nt ko trả lời .nhan ca 5-6 tin nhắn.ko bao giờ quay lai mua",ao như vay cung giao không trả lời nhan ca tin nhắn không bao giờ quay lai mua,
"Sản phẩm xấu ko giống như trong hình chút nào đã vg còn hơi bẩn nữa chứ 
Mũ ko đẹp 1 chút nào 
Mk ko ưng chút nào",sản phẩm xấu không giống như trong hình chút nào còn hơi bẩn chứ mũ không đẹp chút nào không ưng chút nào,
Giao hàng siêu nhanh. Dáng áo ổn. Chất lượng tốt so với giá. Hi vọng là không nhanh dão. Lần sau sẽ lại tiếp tục ủng hộ shop. Nên mua sp này nha mọi người,giao hàng siêu nhanh dáng áo ổn chất lượng tốt so giá hi vọng là không nhanh dão lần sau sẽ tiếp tục ủng hộ nên mua sản phẩm mọi người,
Giao hàng hơi lâu xíu nhưng đúng như mô tả chất đẹp sẽ mua tiếp shide M hơi chật xíu,giao hàng hơi lâu xíu nhưng đúng như mô tả chất đẹp sẽ mua tiếp hơi chật xíu,
Dat mau bau giao mau den,mau bau giao mau den,
"Chất ok so với giá 
Giao hàng hơi lâu chut",chất ok so giá giao hàng hơi lâu,
"Đóng gói nhìn thiếu chuyên nghiệp, sản phẩm tạm chấp nhận được",đóng gói nhìn thiếu chuyên nghiệp sản phẩm tạm chấp nhận được,
"Thời gian giao hàng nhanh, đóng gói sản phẩm chắc chắn, rất đáng tiền",thời gian giao hàng nhanh đóng gói sản phẩm chắc chắn rất đáng tiền,
"Đặt xl mà giao L, chất vải ko tốt lắm,  hàng sale nên thôi xài tạm",đặt xl mà giao l chất vải không tốt lắm hàng sale nên xài tạm,
"Mũ quá mỏng, nhỏ. Đặc biệt không giống với hình!",mũ quá mỏng nhỏ đặc biệt không giống hình,
Thích lắm ah jaodbeoanalenelxmxnkkeisbwdlsns,thích lắm ah,
"Đóng gói sản phẩm cẩn thận, giao hàng nhanh, chất lượng, tiền nào của đấy",đóng gói sản phẩm cẩn thận giao hàng nhanh chất lượng tiền nào của đấy,
"Bé quá cứ nghĩ là ví đựng tiền
Chất liệu đẹp",bé quá cứ nghĩ là ví đựng tiền chất liệu đẹp,
"Vớ đẹp, giao hàng nhanh chóng, sẽ tiếp tục ủng hộ!! !!!!!!!!!",vớ đẹp giao hàng nhanh chóng sẽ tiếp tục ủng hộ,
"Nhận hàng áo chất vải khá nóng, 1 lớp mỏng, k biết dùng được lâu không",nhận hàng áo chất vải khá nóng lớp mỏng không biết dùng được lâu không,
Biết là mua flash sale nhưng shop bỏ cái quần vô cái bịch đựng khẩu trang quá đáng thực sự. Mặt sau lộ hết cái quần ra luôn á. Flash sale thì người ta cũng canh sale để mua chứ có phải cho không đâu trời.,biết là mua flash sale nhưng bỏ cái quần vô cái bịch đựng khẩu trang quá đáng thực sự mặt sau lộ hết cái quần ra luôn á flash sale người ta cũng canh sale mua chứ có phải cho không trời,
"Áo xinh,xinh lắmmm ạ.",áo xinh xinh lắm,
"áo mỏng mà không quá mỏng, người ta may ẩu quá, sản phẩm giống hình và khá ổn nha 7/10",áo mỏng mà không quá mỏng người ta may ẩu quá sản phẩm giống hình khá ổn,
"Hàng y hình, lúc đầu nhìn nhầm tưởng là đồ phát sáng hihihihihihi",hàng y hình lúc đầu nhìn nhầm tưởng là đồ phát sáng,
Áo mỏng vừa lấy về đã bị bục chỉ rách vai,áo mỏng vừa lấy về bục chỉ rách vai,
Tất đẹp dày dặn,tất đẹp dày dặn,
"Kính kiểu mẫu đẹp,đóng gói k cẩn thận gì cả!Hàng từ Trung Quốc về Việt Nam mà k có bọc chống sóc gì cả.Gói lỏng lẻo vô cùng luôn á.
Cho 3 sao thôi",kính kiểu mẫu đẹp đóng gói không cẩn thận gì cả hàng từ trung quốc về việt nam mà không có bọc chống sóc gì cả gói lỏng lẻo vô cùng luôn á cho,
"Chưa cần biết chất lượng sản phẩm thế nào nhưng riêng khoản nhân viên giao hàng thái độ với khách đã mất cảm tình rồi. Nói năng lấc cất láo xược, mua hàng mà rước bực vào người",chưa cần biết chất lượng sản phẩm nào nhưng riêng khoản nhân viên giao hàng thái độ khách mất cảm tình nói năng lấc cất láo xược mua hàng mà rước bực vào người,
"Hàng giống như ảnh, vòng đeo lên nhìn khá hay ho, chất, dễ đeo!",hàng giống như ảnh vòng đeo lên nhìn khá hay ho chất dễ đeo,
"Mua bên shop nhiều nên chất lượng khỏi phải bàn rồi, giá rẻ mà chất lượng tốt nữa",mua bên nhiều nên chất lượng khỏi phải bàn giá rẻ mà chất lượng tốt,
"Quần oke chất mát mặc mùa hè thoải mái
Mình nữ 1m55 47kg vừa size S hơi trùng một chút nhưng cắt gấu đi mặc đẹp.",quần ok chất mát mặc mùa hè thoải mái nữ kg vừa size s hơi trùng một chút nhưng cắt gấu đi mặc đẹp,
"Giao hàng nhanh, chất lượng vải OK mẫu mã kiểu dáng đẹp",giao hàng nhanh chất lượng vải ok mẫu mã kiểu dáng đẹp,
Túi tạm được nắp khoá bị xước một chút bên trong khá ọp ẹp khôg đẹp bằg mấy bạn quay clip mua feedback đợt trước chỉ thừa nhìu hơi buồn tẹo,túi tạm được nắp khoá xước một chút bên trong khá ọp ẹp đẹp mấy bạn quay clip mua feedback đợt trước chỉ thừa nhìu hơi buồn tẹo,
"Chất thun lạnh mặc mùa hè rất thích, đã mua 1 lần nên mua thêm. Trừ 2 sao vì áo màu trắng bị dính mực in giặt k ra. Shop nên kiểm tra kĩ lại áo màu sáng trước khi giao",chất thun lạnh mặc mùa hè rất thích mua lần nên mua thêm trừ vì áo màu trắng dính mực in giặt không ra nên kiểm tra kĩ áo màu sáng trước giao,
"Qần rẻ mà chất siêu đẹp nha cả nhà , mua lần này lần t2 của shop r vẫn rất ưng",rẻ mà chất siêu đẹp cả nhà mua lần lần của vẫn rất ưng,
Sản phẩm y như mô tả nhưg màu ghi sẫm trông giống màu xám xanh hơn,sản phẩm y như mô tả màu ghi sẫm trông giống màu xám xanh hơn,
"Kính đẹp, nhựa mịn. So với giá quá rẻ luôn. Đóng hàng hơi sơ xài nhưng ko bị gãy cái nào.",kính đẹp nhựa mịn so giá quá rẻ luôn đóng hàng hơi sơ xài nhưng không gãy cái nào,
"hàng đẹp , giao hàng hơi lâu nhưng vẫn cho 5 sao",hàng đẹp giao hàng hơi lâu nhưng vẫn cho,
"Lấy hàng hơi lâu, mình tưởng 3 đôi nhưng có 2 đôi vs nhầm màu nữa",lấy hàng hơi lâu tưởng đôi nhưng có đôi nhầm màu,
"Hàng xấu, mỏng,dúm dó,dính
Hàng xấu, mỏng,dúm dó,dính
Hàng xấu, mỏng,dúm dó,dính",hàng xấu mỏng dúm dó dính hàng xấu mỏng dúm dó dính hàng xấu mỏng dúm dó dính,
áo mặc nóng. bám bẩn. nhưng rẻ nên không nói. nhưng áo ko phản quang như quay 1 cái có phản quang 1 cái ko có. phản quang không thấy gì luôn. đúng là treo đầu dê bán thịt chó.,áo mặc nóng bám bẩn nhưng rẻ nên không nói nhưng áo không phản quang như quay cái có phản quang cái không có phản quang không thấy gì luôn đúng là treo đầu dê bán thịt chó,
"Giao hàng quá chậm phải 3 tuần mới nhận đc , rất chậm nên lưu ý trc khi mua nhé",giao hàng quá chậm phải tuần mới nhận được rất chậm nên lưu ý mua nhé,
Đồng hồ Cũng đc mỗi tội là rộng lên phải đi cắt bớt dây😊,đồng hồ cũng được mỗi tội là rộng lên phải đi cắt bớt dây,blush
Chất vãi đẹp,chất vãi đẹp,
"Sản phẩm đóng gói cẩn thận, giao hàng rất nhanh ạ. Rẻ hơn mua ở ngoài",sản phẩm đóng gói cẩn thận giao hàng rất nhanh rẻ hơn mua ở ngoài,
Nếu có âm sao thì mình sẽ đánh giá âm vô cực. Đặt áo tay cộc mà gửi tay dài. Chán chả muốn nói,nếu có âm sẽ đánh giá âm vô cực đặt áo tay cộc mà gửi tay dài chán chả muốn nói,
Sip nhanh thắt lưng nhìn thi ok  ví tặng kèm xấu quá  Freeship nhưng vẫn mất 31k phi sip,sip nhanh thắt lưng nhìn thi ok ví tặng kèm xấu quá nhưng vẫn mất không phi sip,
"Shop giao hàng thiếu và nói sẽ bù lại vào lần sau, ok mình chấp nhận. Nhưng hiện tại thì mình sẽ đánh giá 3*, khi nào shop bù lại 2 món đó mình sẽ quay lại và đánh giá 5*",giao hàng thiếu nói sẽ bù vào lần sau ok chấp nhận nhưng hiện tại sẽ đánh giá nào bù món sẽ quay đánh giá,
"Chất lượng sản phẩm tuyệt vời. Giao hàng nhanh, đúng sản phẩm",chất lượng sản phẩm tuyệt vời giao hàng nhanh đúng sản phẩm,
"Shop giao hành nhannh, hàng ý hình, thanks shop",giao hành nhanh hàng ý hình thanks,
"Khoá khác, tay áo khác. Ảnh fake hàng nhận được khác hoàn toàn so với ảnh",khoá khác tay áo khác ảnh fake hàng nhận được khác hoàn toàn so ảnh,
"Đẹp nhưng túi quần bị sứt chỉ,  nói chung mặc đi ngủ OK.  Tán gái thì k lên.quên k chụp hình thật.  Nói chung tiền nào của đấy.",đẹp nhưng túi quần sứt chỉ nói chung mặc đi ngủ ok tán gái không lên quên không chụp hình thật nói chung tiền nào của đấy,
Đây là áo của shop nhé mấy bạn.Mình chỉ để đây cho mấy bạn tham khảo,đây là áo của nhé mấy bạn chỉ đây cho mấy bạn tham khảo,
"Đã nhận được hàng, giang hàng nhanh, quần vải mỏng mát, phù hợp với giá tiền",nhận được hàng giang hàng nhanh quần vải mỏng mát phù hợp giá tiền,
"Cột tóc hơi khác hình mô tả sản phẩm, cherry nhỏ hơn nhưng cũng đc shop đóng gói cẩn thận và giao hàng nhanh",cột tóc hơi khác hình mô tả sản phẩm nhỏ hơn nhưng cũng được đóng gói cẩn thận giao hàng nhanh,
"Đã nhận được hàng, mua được deal 1k giá rẻ. Shop đóng gói cẩn thận",nhận được hàng mua được deal không giá rẻ đóng gói cẩn thận,
"Shop giao hàng nhanh, săn sale 1k nên rất thích. Đáng yêu lắm nha",giao hàng nhanh săn sale không nên rất thích đáng yêu lắm,
